USE
0.37820065
0.7824394
0.24347173
0.6576801
0.3558973
0.13780974
0.48479334
0.44957042
0.6176236
0.18097082
0.15698786
0.3145228
0.52413684
0.120936036
0.47064513
0.34501195
0.2946285
0.36272806
0.35963356
0.6726893
0.77969944
0.8589505
0.092408404
0.5129298
-0.090994716
0.55649376
0.1512192
0.0579967
0.57581556
0.1146391
0.18860349
0.2494222
0.9621656
0.24565186
0.3292907
0.15539059
0.51795465
0.837486
0.56364065
0.32603377
0.30824465
0.79366016
0.31188962
0.16203213
0.8593379
0.52220106
0.3977596
0.48635852
0.76859117
0.78479743
0.31481755
0.23089188
0.71651137
0.25741
0.6632669
0.2714326
0.52223456
0.858111
0.0634529
0.23701802
0.19284654
0.5739804
0.40253714
0.39440846
0.79384387
0.7424554
0.8776051
0.019817065
0.20654175
0.80032897
0.2900997
0.5091106
0.19417682
0.80886424
0.8441732
0.7171088
0.76484394
0.5516935
0.8361478
0.3420005
0.84684205
0.8521418
0.7566557
0.63219714
0.80670106
0.8292749
0.5703973
0.7718375
0.78279996
0.8212349
0.079232894
0.30981672
0.7731579
0.2732611
0.5002519
0.13549979
0.42126483
0.30686343
0.8065914
0.8461708
0.15310374
0.4603019
0.792914
0.6661632
0.8581254
0.116229475
0.7875422
0.7947554
0.71240103
0.8375625
0.3030337
0.74625313
0.36496368
0.73941106
0.8381672
0.5376987
0.78035724
0.898546
0.80375856
0.8668605
0.8977729
0.95529425
0.73002404
0.8754217
0.74565053
0.88126844
0.79588366
0.7123436
0.8258785
0.8664566
0.5217062
0.90281516
0.91836643
0.37508208
0.8678707
-0.017379975
0.66697633
0.8301626
0.76675
0.88506657
0.8481164
0.6285862
0.7532202
0.5120107
0.8686074
0.81702334
0.740783
0.7276977
0.72947216
0.93218076
0.85217315
0.9018231
0.9278908
0.55780476
0.7574604
0.53333676
0.7653433
0.9855052
0.74368906
0.7711915
0.8436482
0.23622492
0.81827873
0.7199764
0.71718216
0.8510525
0.7602406
0.39490998
0.84726286
0.93104094
-0.025238208
0.7635355
0.9004242
0.9298091
0.89898247
0.48557252
0.8496598
0.81305057
0.1564577
0.7993754
0.6576936
0.8905499
0.90955627
0.78264296
0.8512368
0.8571787
0.79375035
0.9248102
0.8855894
0.89777493
0.38112253
0.75411355
0.9448884
0.7616125
0.8680196
0.14890473
0.7135832
0.31335187
0.7163687
0.82657266
0.41678417
0.70378715
0.7804012
0.89661133
0.8817685
0.009909434
0.8804198
0.5913121
0.83991677
0.5838003
0.56103575
0.83591163
0.8280252
0.7217993
0.87948895
0.9201266
0.87748873
0.95139337
0.77470326
0.88215446
0.9723625
0.8409817
0.7498754
0.7704271
0.82017815
0.20011145
0.82457995
0.7139776
0.88680387
0.91949224
0.28380764
0.8304686
0.644439
0.51132387
0.9668613
